id,animals,climateactions,consequences,setting,type
id_1176610415549263873_2019-09-24,Pets,Politics,Floods,No setting,Event invitations
id_1176610418925522944_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176610557396471814_2019-09-24,Pets,Politics,Floods,No setting,Meme
id_1176610665647263750_2019-09-24,No,No,No,No setting,Event invitations
id_1176610816830902278_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176612994433740800_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176613957198630912_2019-09-24,Pets,No,No,No setting,Event invitations
id_1176615201501659136_2019-09-24,No,No,No,No setting,Event invitations
id_1176618088235712512_2019-09-24,No,No,No,No setting,Event invitations
id_1176618348131450880_2019-09-24,No,No,No,No setting,Event invitations
id_1176619278776307713_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176619836367134720_2019-09-24,No,No,Floods,No setting,Event invitations
id_1176620793792536576_2019-09-24,Pets,No,No,No setting,Event invitations
id_1176620932640776193_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176621142519484420_2019-09-24,Pets,Politics,No,No setting,Event invitations
id_1176621264514871296_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176622604205154305_2019-09-24,Pets,No,No,No setting,Event invitations
id_1176625081243570176_2019-09-24,Pets,No,No,No setting,Event invitations
id_1176625873853845505_2019-09-24,No,No,No,No setting,Event invitations
id_1176626418727477251_2019-09-24,Pets,Politics,Floods,No setting,Event invitations
id_1176626472657797120_2019-09-24,No,No,No,No setting,Event invitations
id_1176626739142746112_2019-09-24,Pets,Politics,Floods,No setting,Event invitations
id_1176629113286561792_2019-09-24,No,No,Floods,No setting,Event invitations
id_1176629940709515264_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176630252036075522_2019-09-24,No,No,No,No setting,Event invitations
id_1176630300522291200_2019-09-24,Pets,No,Floods,No setting,Event invitations
id_1176631088476610560_2019-09-24,No,No,No,No setting,Event invitations
id_1176631854448775170_2019-09-24,No,Politics,Floods,No setting,Event invitations
id_1176632819013050370_2019-09-24,No,No,Floods,No setting,Event invitations
id_1176633075352113153_2019-09-24,Pets,No,No,No setting,Event invitations
id_1176633166540361728_2019-09-24,Pets,No,Floods,No setting,Event invitations
id_1176633735262953472_2019-09-24,Pets,No,Floods,No setting,Event invitations
id_1176634146589818880_2019-09-24,Pets,No,Floods,No setting,Event invitations
id_1176635718552211459_2019-09-24,No,No,Floods,No setting,Event invitations
id_1176636983180963840_2019-09-24,Pets,Politics,Floods,No setting,Event invitations
id_1176637063518511105_2019-09-24,No,Politics,Floods|Wildfires|Other consequence,No setting|Agricultural|Other setting,Event invitations
id_1176640388544815110_2019-09-24,Pets,Politics,Floods,No setting,Event invitations
id_1176640907837198337_2019-09-24,No,Politics,No,No setting,Event invitations
id_1176641341075443713_2019-09-24,No,Politics,No,No setting,Event invitations
id_1176642353853063169_2019-09-24,No,No,Floods,No setting,Event invitations
id_1176643177069142016_2019-09-24,No,No,Floods,No setting,Infographic
id_1176644559591239680_2019-09-24,Pets,Politics,Floods,No setting,Event invitations
id_1173619623809507328_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176752781643808768_2019-09-25,Pets,Politics,Floods,No setting,Infographic
id_1176883292622114816_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176884733491503104_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176887576260685825_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176887621886214144_2019-09-25,No,Politics,No,No setting,Event invitations
id_1176888039328690183_2019-09-25,No,No,No,No setting,Event invitations
id_1176888426135773189_2019-09-25,No,No,No,No setting,Event invitations
id_1176889835648425984_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176890174447521792_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176891499977428992_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176891725173837824_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176892259922526210_2019-09-25,Pets,No,Floods,No setting,Event invitations
id_1176893546814758917_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176893666524184576_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176894939432652807_2019-09-25,No,No,No,No setting,Event invitations
id_1176895719984287745_2019-09-25,Polar Bears,No,Floods,No setting,Single photo
id_1176896529673662464_2019-09-25,No,Politics,Floods,No setting,Infographic
id_1176896928128339968_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176897735842324482_2019-09-25,No,No,No,No setting,Event invitations
id_1176897994458836992_2019-09-25,Pets,Politics,No,No setting,Meme
id_1176898062268194818_2019-09-25,No,Politics,No,No setting,Event invitations
id_1176900398868774912_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176901347716653056_2019-09-25,Polar Bears,No,Floods,No setting,Event invitations
id_1176902855875289088_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176903386827915265_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176903702868680705_2019-09-25,Pets,No,Floods,No setting,Screenshot
id_1176906719701741570_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176907308023992321_2019-09-25,No,No,No,No setting,Event invitations
id_1176907637734150147_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176908389986623495_2019-09-25,No,No,No,No setting,Event invitations
id_1176909535165865984_2019-09-25,No,No,No,No setting,Event invitations
id_1176909808160559105_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176911151067799552_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176912015442337792_2019-09-25,No,No,Floods,No setting,Infographic
id_1176912318288093185_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176912529672626179_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176914106571530241_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176914780399030274_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176917292891942924_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176919041686069249_2019-09-25,No,No,No,No setting,Event invitations
id_1176920537097916417_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176921764288434176_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176922340644536320_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176924240966123520_2019-09-25,Pets,No,Floods,No setting,Event invitations
id_1176924508407640064_2019-09-25,Pets|Amphibians,Politics,Floods,No setting,Event invitations
id_1176924979423784960_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176925751272071169_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176927010360197120_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176927461147369472_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176929212067983361_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176930755248869376_2019-09-25,No,Politics,No,No setting,Event invitations
id_1176933053714915329_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176935756461465600_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176939379513708545_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176940605647097856_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176940628346920961_2019-09-25,No,No,No,No setting,Event invitations
id_1176944345674502145_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176944377458905088_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176944830951215104_2019-09-25,No,No,Floods,No setting,Infographic
id_1176945153178836997_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176945651202043905_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176945862318145536_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176946014906765312_2019-09-25,No,No,No,No setting,Event invitations
id_1176946597470593024_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176949174958481409_2019-09-25,No,No,No,No setting,Event invitations
id_1176952819825463296_2019-09-25,No,No,No,No setting,Event invitations
id_1176954176984768512_2019-09-25,No,No,No,No setting,Event invitations
id_1176954230462017536_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176954350234689537_2019-09-25,No,No,No,No setting,Event invitations
id_1176955932397514757_2019-09-25,Polar Bears,Politics,Floods,No setting,Event invitations
id_1176956967673311232_2019-09-25,No,No,No,No setting,Event invitations
id_1176958091658579968_2019-09-25,No,No,No,No setting,Event invitations
id_1176958339839754240_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176960905445289989_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176961508078755841_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176962583212904448_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176962741837414400_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176963496526962690_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176964398012743680_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176964526836785154_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176964885781106688_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176965003875966978_2019-09-25,No,No,No,No setting,Event invitations
id_1176965014432993282_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176965806770589698_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176967019561795584_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176971291380916224_2019-09-25,No,No,No,No setting,Other type
id_1176971822677413889_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176972658841456641_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176975801423499266_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176976474651484162_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176976727018524673_2019-09-25,Pets,No,Floods,No setting,Meme
id_1176977004933124102_2019-09-25,Pets,Politics,Floods,No setting,Illustration
id_1176977612171808768_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176981671465443329_2019-09-25,No,No,No,No setting,Event invitations
id_1176983718918905856_2019-09-25,No,No,No,No setting,Event invitations
id_1176983887941124097_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176985348150370311_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176985401220722689_2019-09-25,No,Politics,No,No setting,Event invitations
id_1176986193780756480_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176986302186688517_2019-09-25,No,No,Floods,No setting,Event invitations
id_1176986776780587008_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176988271408074753_2019-09-25,No,Politics,No,No setting,Event invitations
id_1176990336628994050_2019-09-25,Pets,No,Floods,No setting,Event invitations
id_1176991628504051712_2019-09-25,Pets,No,No,No setting,Event invitations
id_1176992702778490880_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176993029456125952_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1176994300120522752_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1176998694631030784_2019-09-25,No,No,No,No setting,Event invitations
id_1176999273260621824_2019-09-25,No,No,Floods,No setting,Event invitations
id_1177000385556467713_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1177001125117136897_2019-09-25,No,No,Floods,No setting,Event invitations
id_1177003896541081600_2019-09-25,No,Politics,Floods,No setting,Event invitations
id_1177007199022960640_2019-09-25,Pets,No,No,No setting,Single photo
id_1177007611041857536_2019-09-25,Pets,Politics,Floods,No setting,Event invitations
id_1177009412839395329_2019-09-25,No,Politics,Floods,No setting,Single photo
id_1176938108966723584_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177104037344268288_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177221516523692032_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177222367124361216_2019-09-26,No,No,No,No setting,Event invitations
id_1177223876759162880_2019-09-26,Pets,Politics,Floods,No setting,Infographic
id_1177224739624017922_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177227296975065088_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177228892903563265_2019-09-26,Pets,No,No,No setting,Event invitations
id_1177231227776057344_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177232523463708673_2019-09-26,No,Politics,Floods,No setting,Screenshot
id_1177236472459665408_2019-09-26,No,Politics,Floods,No setting,Infographic
id_1177238671763918848_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177239117127725059_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177239468807528448_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177241426134016000_2019-09-26,Pets,No,No,No setting,Event invitations
id_1177242092604514304_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177244926867849216_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177245657763131392_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177247507111395328_2019-09-26,No,No,No,No setting,Event invitations
id_1177247722216349696_2019-09-26,Pets,No,Floods,No setting|Agricultural|Other setting,Event invitations
id_1177248396014305285_2019-09-26,No,No,No,No setting,Event invitations
id_1177249494737530881_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177250040991141888_2019-09-26,No,No,No,No setting,Event invitations
id_1177254063630512133_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177255720334454784_2019-09-26,No,No,No,No setting|Agricultural|Other setting,Event invitations
id_1177256017182240780_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177256386083938304_2019-09-26,No,Politics,No,No setting,Event invitations
id_1177265253471547392_2019-09-26,Pets,No,No,No setting,Event invitations
id_1177268589931520000_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177269110100635650_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177271266224594948_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177271437842948097_2019-09-26,No,Politics,Floods,No setting|Agricultural|Other setting,Event invitations
id_1177274484568408064_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177275017874366464_2019-09-26,Pets,No,No,No setting,Event invitations
id_1177276400908341249_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177278507698647040_2019-09-26,No,No,No,No setting,Event invitations
id_1177278538296233985_2019-09-26,No,No,No,No setting,Event invitations
id_1177278983307694081_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177281731034079232_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177283404116742144_2019-09-26,No,No,No,No setting,Event invitations
id_1177284117312036867_2019-09-26,Pets,Politics,No,No setting,Event invitations
id_1177284369947320320_2019-09-26,No,No,No,No setting,Event invitations
id_1177285202219024385_2019-09-26,Pets,No,No,No setting,Event invitations
id_1177285301351280641_2019-09-26,No,No,No,No setting,Event invitations
id_1177285944304533504_2019-09-26,No,No,No,No setting,Event invitations
id_1177286284437524485_2019-09-26,No,No,No,No setting,Event invitations
id_1177286782875926528_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177288020673859585_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177288343081500672_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177288894989119488_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177288935170592768_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177289210870587393_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177289402613141505_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177290142823829504_2019-09-26,No,No,No,No setting|Agricultural|Other setting,Event invitations
id_1177291218621018112_2019-09-26,No,No,No,No setting,Event invitations
id_1177293864681529344_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177296783111622656_2019-09-26,No,No,No,No setting,Event invitations
id_1177302854509518848_2019-09-26,No,No,No,No setting,Event invitations
id_1177303149851201537_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177304157453045760_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177304368846184455_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177305972634730496_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177309113652432896_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177309207076462595_2019-09-26,No,Politics,Floods,No setting|Agricultural|Other setting,Event invitations
id_1177312742442749954_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177312877293629440_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177313500366016514_2019-09-26,Pets,Politics,Floods,No setting,Event invitations
id_1177313902893264897_2019-09-26,No,No,No,No setting,Single photo
id_1177315349328465921_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177315531893989377_2019-09-26,No,Politics,No,No setting,Event invitations
id_1177318156651630592_2019-09-26,No,Politics,Floods,No setting,Infographic
id_1177328925040467968_2019-09-26,No,No,No,No setting,Event invitations
id_1177329982017802242_2019-09-26,Pets,No,No,No setting,Event invitations
id_1177333453202890752_2019-09-26,No,No,No,No setting,Event invitations
id_1177335062053830656_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177337332657197059_2019-09-26,Pets,Politics,Floods,No setting,Infographic
id_1177340341260886026_2019-09-26,Pets,No,No,No setting,Event invitations
id_1177341324627992581_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177342694168788992_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177347489281859590_2019-09-26,No,Politics,Floods,No setting,Event invitations
id_1177348866506727424_2019-09-26,No,No,No,No setting,Event invitations
id_1177355305253912577_2019-09-26,No,No,Floods,No setting,Event invitations
id_1177357044346761216_2019-09-26,No,No,No,No setting,Event invitations
id_1177357176865603584_2019-09-26,Pets,No,No,Ocean,Event invitations
id_1177359025593126913_2019-09-26,Pets,No,No,No setting,Meme
id_1177359111551193088_2019-09-26,No,No,No,No setting,Event invitations
id_1177364780706861057_2019-09-26,No,Politics,No,No setting,Event invitations
id_1177367334824173568_2019-09-26,No,Politics,Floods,No setting,Meme
id_1177638741541838848_2019-09-27,Pets,Politics,Floods,No setting,Event invitations
id_1177638821573382146_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177641260313657345_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177642773438177281_2019-09-27,No,Politics,Floods,Industrial area,Event invitations
id_1177642930582016000_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177643097963945985_2019-09-27,No,No,No,No setting,Event invitations
id_1177644731888627713_2019-09-27,No,Politics,No,No setting,Event invitations
id_1177646800192364544_2019-09-27,No,No,No,No setting,Meme
id_1177650814950752257_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177651396306505729_2019-09-27,No,No,No,No setting,Event invitations
id_1177652673799045120_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177653185617498120_2019-09-27,Pets,No,No,No setting,Event invitations
id_1177653782643015681_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177654432118575104_2019-09-27,No,Politics,No,No setting,Event invitations
id_1177654881764569088_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177655537191682048_2019-09-27,Pets,No,Floods,No setting,Event invitations
id_1177658243105067008_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177659302837964804_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177660102758801409_2019-09-27,Pets,No,No,No setting,Event invitations
id_1177661328300871688_2019-09-27,No,No,No,No setting,Event invitations
id_1177664004707061760_2019-09-27,Pets,No,No,No setting,Event invitations
id_1177666456064008193_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177666887309811712_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177668136025260034_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177669246580662275_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177671741495218176_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177672683624042496_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177672794781274112_2019-09-27,No,No,No,No setting,Event invitations
id_1177673890589548549_2019-09-27,No,No,No,No setting,Infographic
id_1177675491295322112_2019-09-27,Pets,Politics,Floods,No setting,Event invitations
id_1177677090457624577_2019-09-27,No,Politics,Floods,No setting,Infographic
id_1177678048935546880_2019-09-27,No,Politics,No,No setting,Event invitations
id_1177681990063153152_2019-09-27,No,No,No,No setting,Event invitations
id_1177682134745698305_2019-09-27,Pets,No,No,No setting,Event invitations
id_1177686161768243200_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177686759087325184_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177689399145963520_2019-09-27,Pets,Politics,Floods,No setting,Event invitations
id_1177690522040881154_2019-09-27,No,Protests,Floods,No setting,Meme
id_1177691398239334405_2019-09-27,Pets,No,Floods,No setting,Event invitations
id_1177693344287379456_2019-09-27,Pets,No,No,No setting,Event invitations
id_1177693892734603265_2019-09-27,No,No,Floods,No setting|Agricultural|Other setting,Event invitations
id_1177695792603156481_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177696373736693762_2019-09-27,Pets,Politics,Floods,No setting,Event invitations
id_1177697587178197004_2019-09-27,No,No,No,No setting,Event invitations
id_1177699225812910080_2019-09-27,No,Politics,Floods,No setting|Agricultural|Other setting,Event invitations
id_1177699834930663424_2019-09-27,Pets,No,No,No setting,Event invitations
id_1177700295691907074_2019-09-27,No,No,No,No setting,Event invitations
id_1177701662464589837_2019-09-27,No,No,No,No setting,Infographic
id_1177703086522916864_2019-09-27,No,Politics,No,No setting,Event invitations
id_1177705488772816896_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177710244786589696_2019-09-27,No,No,No,No setting,Event invitations
id_1177711484350205953_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177713052222984193_2019-09-27,No,Politics,No,No setting,Event invitations
id_1177713731435937793_2019-09-27,No,No,No,No setting,Event invitations
id_1177715583749705736_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177716782389485576_2019-09-27,No,Politics,Floods,No setting,Event invitations
id_1177717649809256448_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177717822228709376_2019-09-27,No,No,Floods,No setting,Event invitations
id_1177733352532692993_2019-09-27,No,Politics,No,No setting,Event invitations
id_1177858893130678278_2019-09-28,No,No,No,No setting,Event invitations
id_1177862796521943040_2019-09-28,No,No,No,No setting,Event invitations
id_1177863375226695680_2019-09-28,No,Politics,No,No setting,Event invitations
id_1177872084678131712_2019-09-28,No,No,No,No setting,Event invitations
id_1177873797388656640_2019-09-28,Pets,No,No,No setting,Event invitations
id_1177874417810059264_2019-09-28,Pets,No,No,No setting,Event invitations
id_1177877308578729986_2019-09-28,No,No,Floods,No setting,Event invitations
id_1177885434468155394_2019-09-28,No,Politics,No,No setting,Event invitations
id_1177886269944156160_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177892038865543168_2019-09-28,No,No,No,No setting,Event invitations
id_1177896396613021696_2019-09-28,No,No,Floods,No setting,Event invitations
id_1177896653895983106_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177902263374958592_2019-09-28,Pets,No,Floods,No setting,Event invitations
id_1177902748085284870_2019-09-28,Polar Bears,Politics,Floods,No setting,Event invitations
id_1177904252162842625_2019-09-28,Pets,Politics,Floods,No setting,Infographic
id_1177909666212384768_2019-09-28,No,No,No,No setting,Event invitations
id_1177914226737913858_2019-09-28,No,No,Floods,No setting,Event invitations
id_1177917579488190464_2019-09-28,Polar Bears,Politics,Floods,No setting,Event invitations
id_1177920922742857728_2019-09-28,No,No,No,No setting,Event invitations
id_1177922206854254592_2019-09-28,Pets,No,No,No setting,Event invitations
id_1177924717023502336_2019-09-28,No,No,No,No setting,Event invitations
id_1177932903692591107_2019-09-28,No,No,No,No setting,Event invitations
id_1177934260361191425_2019-09-28,No,No,No,No setting,Event invitations
id_1177935389165854720_2019-09-28,No,Politics,Floods,No setting,Meme
id_1177935606560755712_2019-09-28,No,No,No,No setting,Event invitations
id_1177938522017284096_2019-09-28,Pets,Politics,Floods,No setting,Event invitations
id_1177941364656496641_2019-09-28,No,Politics,No,No setting,Event invitations
id_1177942459843842048_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177946525940371456_2019-09-28,No,No,No,No setting,Event invitations
id_1177950346297171970_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177951464150319104_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177951648112508929_2019-09-28,No,Politics,No,No setting,Event invitations
id_1177955178496106497_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177959913135525888_2019-09-28,Pets,No,No,No setting,Event invitations
id_1177962050598948865_2019-09-28,No,No,No,No setting,Event invitations
id_1177964929808248832_2019-09-28,Pets,Politics,Floods,No setting,Meme
id_1177966403196002304_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177970652256620544_2019-09-28,No,No,No,No setting,Event invitations
id_1177976053882445824_2019-09-28,No,No,No,No setting,Event invitations
id_1177976847776260096_2019-09-28,No,No,Floods,No setting,Event invitations
id_1177979034153693189_2019-09-28,Pets,Politics,Floods,No setting,Single photo
id_1177979224864374784_2019-09-28,No,No,Floods,No setting,Event invitations
id_1177980299185135617_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177980418164961281_2019-09-28,No,No,No,No setting,Event invitations
id_1177984572547637252_2019-09-28,Pets,Politics,Floods,No setting,Infographic
id_1177986476056961024_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177988100984696833_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1177988680407027712_2019-09-28,No,No,No,No setting,Event invitations
id_1177990539284754433_2019-09-28,No,No,No,No setting,Event invitations
id_1177997130478342144_2019-09-28,No,No,Floods,No setting,Event invitations
id_1178002446553174016_2019-09-28,Pets,No,No,No setting,Event invitations
id_1178002540656353281_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1178005105116758016_2019-09-28,No,No,Floods,No setting|Agricultural|Other setting,Event invitations
id_1178008728198500353_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1178009235130474496_2019-09-28,No,No,No,No setting,Event invitations
id_1178011916834414592_2019-09-28,Pets,Politics,Floods,No setting,Event invitations
id_1178013980465360897_2019-09-28,No,No,Floods,No setting|Agricultural|Other setting,Event invitations
id_1178015072628678658_2019-09-28,No,No,No,No setting,Event invitations
id_1178015663618744320_2019-09-28,Pets,No,No,No setting,Event invitations
id_1178021337052397571_2019-09-28,No,No,Floods,No setting,Event invitations
id_1178022941109432321_2019-09-28,No,No,No,No setting,Event invitations
id_1178027933341904897_2019-09-28,Pets,Politics,Floods,No setting,Event invitations
id_1178029494487195652_2019-09-28,Polar Bears,No,Floods,No setting,Event invitations
id_1178036293025984512_2019-09-28,Pets,Politics,No,No setting,Event invitations
id_1178036955319193601_2019-09-28,No,No,Floods,No setting,Infographic
id_1178038252533620737_2019-09-28,No,No,Floods|Wildfires|Other consequence,No setting,Event invitations
id_1178038270678245386_2019-09-28,Pets,Politics,No,No setting,Event invitations
id_1178043706223529984_2019-09-28,No,Politics,Floods|Wildfires|Other consequence,No setting,Event invitations
id_1178050372583268362_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1178050929305833473_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1178051720942964739_2019-09-28,No,No,No,No setting,Event invitations
id_1178052644008542210_2019-09-28,Pets,Politics,Floods,No setting,Event invitations
id_1178060364279406593_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1178064494297325568_2019-09-28,Pets,Politics,Floods,No setting,Event invitations
id_1178065242015834112_2019-09-28,No,Politics,No,No setting,Event invitations
id_1178066276356444162_2019-09-28,No,No,No,No setting,Event invitations
id_1178066722676453376_2019-09-28,No,No,Floods,No setting,Event invitations
id_1178067826999021569_2019-09-28,Pets,No,Floods,No setting,Screenshot
id_1178068378424107016_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1178076618390155265_2019-09-28,No,No,No,No setting,Event invitations
id_1178081601269288960_2019-09-28,No,Politics,Floods,No setting,Event invitations
id_1178084263264022528_2019-09-28,No,Politics,No,No setting,Event invitations
