id,animals,climateactions,consequences,setting,type
id_1147500714048069633_2019-07-06,ALL,No,Economic Consequences|Covid|Floods,Residential Area,Meme
id_1117041657856385025_2019-04-13,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1169618354589634563_2019-09-05,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1173933759424602117_2019-09-17,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1116115294743777280_2019-04-10,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1192145401840713729_2019-11-06,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1195480337712762880_2019-11-15,Invertebrates|Birds|Fish|Amphibians|Reptiles,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1113064332743462915_2019-04-02,ALL,Protests|Natural Gas,Economic Consequences,"Other Nature|Forest, Jungle",Meme
id_1122960560335794177_2019-04-29,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1110606086250344448_2019-03-26,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1195011132156760064_2019-11-14,ALL,Natural Gas,no class found,no class found,Meme
id_1121001027296165889_2019-04-24,Amphibians,Other Climate Action,Economic Consequences|Other|Covid|Floods,"Arctic, Antarctica|Forest, Jungle",Meme
id_1146971830864842752_2019-07-05,Amphibians,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1103815188984315905_2019-03-08,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1154987798962810885_2019-07-27,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1195062366729191424_2019-11-14,ALL,No,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1116322355549298688_2019-04-11,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1112063148704452608_2019-03-30,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1110848569899171840_2019-03-27,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1197450572787408898_2019-11-21,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1154387601174007809_2019-07-25,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1198126470716985344_2019-11-23,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1192901723267821568_2019-11-08,ALL,Natural Gas,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1194712083797024768_2019-11-13,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1108078522004922375_2019-03-19,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1120987082384650240_2019-04-24,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1170002412217798656_2019-09-06,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1194639591115902977_2019-11-13,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,Other,Meme
id_1150652004240248832_2019-07-15,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1171019581558808576_2019-09-09,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,no class found,no class found,Meme
id_1108420914843136000_2019-03-20,Amphibians,Other Climate Action,no class found,no class found,Meme
id_1154145061292187650_2019-07-24,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1169912779957927936_2019-09-06,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1156566144108650496_2019-07-31,ALL,No,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1155658377562693632_2019-07-29,ALL,Other Climate Action,Drought|Covid,no class found,Meme
id_1149665508993581057_2019-07-12,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1168870348328247298_2019-09-03,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Forest, Jungle|Outer Space",Meme
id_1152295059863298048_2019-07-19,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Other Nature|Forest, Jungle",Meme
id_1110666557632315392_2019-03-26,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1199666791695486976_2019-11-27,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Forest, Jungle",Meme
id_1153454950007083009_2019-07-23,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Forest, Jungle|Outer Space",Meme
id_1110636120939859969_2019-03-26,Invertebrates|Birds|Fish|Amphibians|Reptiles,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1152222208607117314_2019-07-19,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,Residential Area,Meme
id_1148590273871659009_2019-07-09,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1129428776088145920_2019-07-25,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Other Nature|Forest, Jungle",Meme
id_1149606823982297088_2019-07-12,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1173629686074761216_2019-09-16,ALL,Natural Gas,no class found,ALL,Meme
id_1335209603773181953_2020-12-05,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Nature|Forest, Jungle",Meme
id_1288928053339406336_2020-07-30,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1258683427915739136_2020-05-08,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Meme
id_1250801560076115973_2020-04-16,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1337375127835529216_2020-12-11,ALL,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1238247885034139649_2020-03-12,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1303431134252904448_2020-09-08,Amphibians|Invertebrates|Farm Animals,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1323639715413843968_2020-11-03,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1326453920982470656_2020-11-11,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1323871650748764160_2020-11-04,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1254824048434929664_2020-04-27,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1238135484800352256_2020-03-12,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other,no class found,no class found,Meme
id_1255925978364358657_2020-04-30,ALL,Natural Gas,no class found,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1304884963347628032_2020-09-12,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,Rural,Meme
id_1338300199802966016_2020-12-14,ALL,Natural Gas,Other,no class found,Meme
id_1237830893236084742_2020-03-11,ALL,No,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1305624422846353408_2020-09-14,ALL,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1337619322684940290_2020-12-12,ALL,Natural Gas,no class found,no class found,Meme
id_1325132037498441729_2020-11-07,ALL,No,Economic Consequences|Covid|Floods,Rural,Meme
id_1246778452646203392_2020-04-05,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,"Other Nature|Forest, Jungle",Meme
id_1254507408354799618_2020-04-26,Invertebrates|Birds|Fish|Amphibians|Reptiles,No,Economic Consequences|Covid|Floods,Rural,Meme
id_1326798104796999684_2020-11-12,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,no class found,no class found,Meme
id_1283155793945096192_2020-07-14,ALL,Natural Gas,no class found,"Other Nature|Forest, Jungle",Meme
id_1307077238563786752_2020-09-18,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1285786025160110081_2020-07-22,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1288525034953125894_2020-07-29,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1283083655695523841_2020-07-14,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1301693919453904897_2020-09-04,ALL,Natural Gas,Human Rights|Economic Consequences|Wildfires|Other Extreme Weather Events|Health|Sea Level Rise|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1304907895679512577_2020-09-12,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1237653237559369728_2020-03-11,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Meme
id_1276193934356578309_2020-06-25,ALL,Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1305993294145560576_2020-09-15,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Forest, Jungle|Outer Space",Meme
id_1218549676531757057_2020-01-18,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Forest, Jungle",Meme
id_1341713982676201473_2020-12-23,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1255429813122334720_2020-04-29,ALL,Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1330922239135522817_2020-11-23,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1245853479840534532_2020-04-02,Amphibians,Natural Gas,no class found,"Forest, Jungle",Meme
id_1255239044918894594_2020-04-28,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1337930948449607681_2020-12-13,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Illustration
id_1246193649756471296_2020-04-03,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1340293083603238912_2020-12-19,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1310541989843210246_2020-09-28,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1284429515519922177_2020-07-18,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1234379174447419392_2020-03-02,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1331540727482904576_2020-11-25,Invertebrates|Birds|Fish|Amphibians|Reptiles,No,Economic Consequences|Covid|Floods,no class found,Meme
id_1270114633060319238_2020-06-08,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1305558589600403460_2020-09-14,Amphibians,Other Climate Action,Birds,"Forest, Jungle",Meme
id_1275548543625773056_2020-06-23,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1306647822717116416_2020-09-17,ALL,Natural Gas,no class found,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1326830202933174277_2020-11-12,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Forest, Jungle",Meme
id_1236738302520127489_2020-03-08,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1302736218329882625_2020-09-06,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1323855528536297474_2020-11-04,ALL,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1301260039634784258_2020-09-02,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1305561710099599361_2020-09-14,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1306929613684248581_2020-09-18,ALL,Natural Gas,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1222535231292497921_2020-01-29,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1325246441070227457_2020-11-08,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Forest, Jungle|Outer Space",Meme
id_1269877254416470016_2020-06-08,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,Economic Consequences|Covid|Floods,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1327371661780377607_2020-11-13,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1236302777439174656_2020-03-07,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1326526350119727104_2020-11-11,Invertebrates|Birds|Fish|Amphibians|Reptiles,No,ALL,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1332697148253736963_2020-11-28,ALL,Other Climate Action,ALL,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1214169888337489920_2020-01-06,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1308868280493330432_2020-09-23,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1262851796675948545_2020-05-19,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1303814728188407811_2020-09-09,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1306206487077892096_2020-09-16,ALL,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1309215325561348096_2020-09-24,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1243433555184648194_2020-03-27,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1249461375203708930_2020-04-12,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1329814430343901185_2020-11-20,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1341023673021583360_2020-12-21,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1256647418436825091_2020-05-02,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1305140143444160513_2020-09-13,ALL,Protests|Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1234341968311963649_2020-03-02,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1334660976881381379_2020-12-04,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,Residential Area,Meme
id_1303315708634427393_2020-09-08,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,ALL,Meme
id_1243719345030811652_2020-03-28,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1304009233915154434_2020-09-10,ALL,ALL,ALL,ALL,Meme
id_1272235282071339011_2020-06-14,Invertebrates|Birds|Fish|Amphibians|Reptiles,No,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1305642664520368128_2020-09-14,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1304176265226784768_2020-09-10,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1258026637737603072_2020-05-06,ALL,ALL,Human Rights|Economic Consequences|Wildfires|Other Extreme Weather Events|Health|Sea Level Rise|Covid,ALL,Meme
id_1252351470436929554_2020-04-20,Amphibians,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1244816868306612224_2020-03-31,ALL,Other Climate Action,Other,no class found,Meme
id_1339749957327314945_2020-12-18,ALL,Protests|Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1326332939429322752_2020-11-11,ALL,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1214335755499266048_2020-01-06,Amphibians,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1309848004480970752_2020-09-26,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1305636364260708356_2020-09-14,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1247929856668471296_2020-04-08,Amphibians,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1304108868096540674_2020-09-10,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Nature|Forest, Jungle",Meme
id_1309145777793576965_2020-09-24,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1238194425538514945_2020-03-12,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1259987406767284224_2020-05-11,ALL,no class found,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1305888078574297088_2020-09-15,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1235771786895265792_2020-03-06,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Meme
id_1276949335830343680_2020-06-27,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1301899359936749568_2020-09-04,ALL,No,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1264161387800072193_2020-05-23,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1255594550204170240_2020-04-29,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1273557848086196225_2020-06-18,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Other Nature|Forest, Jungle",Meme
id_1285567730842836994_2020-07-21,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Other Setting|Industrial Area|Forest, Jungle",Meme
id_1335930611291197441_2020-12-07,ALL,Natural Gas,Other Consequence|Covid,"Other Nature|Forest, Jungle",Meme
id_1261090863234658304_2020-05-15,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Other Type
id_1277727376206684160_2020-06-29,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1244145913238638594_2020-03-29,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1304599104006352896_2020-09-12,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Arctic, Antarctica|Forest, Jungle",Meme
id_1262813862220496898_2020-05-19,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1285684590745657344_2020-07-21,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1284986585369518081_2020-07-19,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1328385586034520067_2020-11-16,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1245843074359521281_2020-04-02,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1245479409961684992_2020-04-01,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1305548685019951106_2020-09-14,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1257280495999692801_2020-05-04,ALL,Protests|Natural Gas,Drought|Covid,no class found,Meme
id_1241468491762413568_2020-03-21,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1306990920764710913_2020-09-18,ALL,Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1283750076737888256_2020-07-16,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1237164577814720513_2020-03-09,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1285897545160564737_2020-07-22,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1275607601166774273_2020-06-24,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1271078656681619456_2020-06-11,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1263460486055710720_2020-05-21,Amphibians|Invertebrates|Farm Animals|Farm animals,Other Climate Action,Other,"Forest, Jungle",Meme
id_1324351511028207616_2020-11-05,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1337862226762330112_2020-12-12,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1248705862149050370_2020-04-10,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,no class found,no class found,Meme
id_1325137098890829825_2020-11-07,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1270919156808904705_2020-06-11,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,Residential Area,Meme
id_1259880075656179712_2020-05-11,Invertebrates|Birds|Fish|Amphibians|Reptiles,No,Melting Ice|Other Extreme Weather Events|Covid,"Other Nature|Forest, Jungle",Meme
id_1305639123496165383_2020-09-14,ALL,Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1235440885896286208_2020-03-05,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Other|Covid|Floods,no class found,Meme
id_1245142485762035712_2020-04-01,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1326619832729612290_2020-11-11,Invertebrates|Birds|Fish|Amphibians|Reptiles,Protests|Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1238924938536316928_2020-03-14,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Nature|Forest, Jungle",Meme
id_1235008310799151104_2020-03-04,ALL,Natural Gas,Covid,"No Setting|Forest, Jungle",Meme
id_1304113729328558082_2020-09-10,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1280358073408925696_2020-07-07,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1307182121732247553_2020-09-19,ALL,no class found,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1236709567607832577_2020-03-08,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1326253464758923269_2020-11-10,ALL,no class found,Economic Consequences|Covid|Floods,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1271226287118409728_2020-06-11,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,no class found,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1302333829621841921_2020-09-05,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1286225329724329984_2020-07-23,ALL,no class found,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Illustration
id_1288501335676145670_2020-07-29,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Rural,Meme
id_1325501376017928202_2020-11-08,ALL,Other Climate Action,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1305562036089188352_2020-09-14,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1237460407352246272_2020-03-10,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1251840589080997888_2020-04-19,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1249886905392603136_2020-04-14,Amphibians|Invertebrates|Farm Animals,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
